   [3401 8306 6513 6289 5304]
   [9259 3795 1102 1976 5115]
   [7099 3168 8121 7440 3791]
   [1088 5251 6633 6835 7755]
   [7189 7600 7307 1336 3736]
   [5327 5814 9827 3540 7000]
   [5684 1037 1863 3692 5119]
   [1843 5715 5813 6554 3533]
   [4852 6932 6692 6185 8925]]

  [[6408 5939 8375 6973 2809]
   [7898 2124 9022 8609 1226]
   [5767 3651 6141 7910 5644]
   [5894 4733 7268 9049 6394]
   [5898 9454 1800 5202 5055]
   [5547 5091 8003 7239 5170]
   [1985 8155 3035 1019 3155]
   [7908 2902 8808 8882 5999]
   [8284 7819 8001 1634 2741]
   [3116 3260 3782 9401 7105]]]


 [[[4469 1052 6985 8620 1276]
   [5900 3024 2765 6308 8488]
   [1537 4404 1362 9665 9576]
   [1139 6661 9556 4246 5669]
   [2421 4050 5796 3183 7406]
   [8503 5164 9621 7695 7395]
   [1648 7350 5099 6058 7413]
   [6656 7101 2424 7606 5736]
   [1471 4939 1419 2807 1342]
   [1377 4578 2506 9918 3664]]

  [[5661 2356 7727 5551 4259]
   [3602 2420 7334 3698 8786]
   [8029 9407 4022 1106 6429]
   [3759 9231 5495 3250 5536]
   [6260 6944 6706 6067 8889]
   [5537 7731 7417 4112 8918]
   [7402 7631 7264 2720 7947]
   [4215 6519 1873 3427 6605]
   [7458 4401 2005 6346 2392]
   [7442 2185 4827 9933 7398]]

  [[9364 2102 2108 5843 8926]
   [8677 5830 8559 2836 9952]
   [1441 7975 5664 8620 3491]
   [5320 4705 5937 1656 1182]
   [9812 9010 7346 7718 1235]
   [9019 3455 1401 7001 5482]
   [6670 2940 5087 6556 8780]
   [9623 2299 3468 9095 6664]
   [6555 9363 6190 4199 9831]
   [9183 4589 7452 1361 8425]]

  [[9154 1651 9330 4420 2424]
   [2570 3830 3313 2056 9158]
   [6099 6545 8114 9480 9069]
   [3565 1420 8261 7522 9915]
   [6490 8532 7588 4991 3793]
   [8040 8542 1517 2096 4257]
   [4652 7437 7984 3812 1394]
   [7238 5015 3695 5598 9201]
   [8629 2094 8349 1536 9244]
   [5448 9741 2664 2452 2729]]]


 [[[1594 8480 8671 6345 3778]
   [3357 2877 9049 2251 7779]
   [9235 2271 4841 2057 4015]
   [2797 9884 8657 5572 9707]
   [9104 4991 6449 6599 9141]
   [2201 5389 7069 2186 3260]
   [6999 4805 2911 7055 7121]
   [1691 2872 4796 4588 7986]
   [9050 1157 8916 3455 6736]
   [4379 2225 5012 9470 2356]]

  [[1551 2119 6053 4697 8096]
   [9355 2144 6821 9861 3574]
   [7651 8426 8103 5557 9673]
   [2296 9655 2680 9024 6440]
   [2719 4469 2550 2420 4717]
   [7520 4777 6836 6376 8753]
   [1244 4440 4241 5007 5898]
   [2613 1232 8385 9052 6640]
   [8751 9932 3946 7098 5457]
   [4973 2070 4454 4648 5609]]

  [[3329 2645 6717 4324 6577]
   [9217 3221 3546 8286 4444]
   [6752 6813 1646 3621 7329]
   [2173 4318 3616 6142 5809]
   [8166 4426 3810 4699 8184]
   [3123 9108 2419 8637 5619]
   [2486 7065 2822 4787 5848]
   [9366 6369 9446 6769 4649]
   [8591 9208 4416 6984 3113]
   [2689 3638 1885 5129 6377]]

  [[7978 7727 6284 6000 9475]
   [4768 6885 3954 5193 9497]
   [1333 1288 8368 5502 1744]
   [2261 9924 2474 9787 1556]
   [6036 6454 3029 1383 5276]
   [3057 6527 2638 4665 2734]
   [3511 5434 9179 9678 7616]
   [4368 5083 7312 6863 8823]
   [3919 5128 5566 9604 9990]
   [4293 6870 4037 7914 7217]]]


 [[[1099 8785 1752 6776 8409]
   [7789 4601 4961 2509 2900]
   [4671 2908 8417 4378 9631]
   [9932 5872 3036 1095 4199]
   [4460 3526 8196 7915 1311]
   [4174 2553 6775 3202 4081]
   [1681 7784 1181 9190 9818]
   [1968 4413 7535 6500 5640]
   [8566 5360 5017 5959 4518]
   [2456 6508 8021 1040 2597]]

  [[8994 4091 4719 2931 1763]
   [4636 2749 4526 8466 5471]
   [4992 3971 8519 4264 3761]
   [7371 5019 8308 4088 8954]
   [5157 2790 9907 1884 1500]
   [5729 6353 1298 3964 8584]
   [6055 6486 6166 3576 5180]
   [5437 3058 3493 6093 6159]
   [1080 6232 9872 1691 1415]
   [8246 6416 8601 8266 2551]]

  [[7968 1002 9347 1423 5807]
   [6631 5173 5785 3069 5864]
   [3905 2136 7692 7280 9177]
   [8941 2136 8441 1402 3903]
   [1135 7890 8080 3648 9465]
   [3384 6188 2873 3754 7675]
   [6017 5949 2067 4024 4609]
   [8994 2058 2819 8436 4336]
   [9524 2694 7157 4136 3037]
   [7867 4501 8266 4459 8580]]

  [[3861 3153 6827 6879 1204]
   [9213 3285 9996 7758 3407]
   [2334 6888 6329 7546 2559]
   [5106 8947 2351 1336 3954]
   [8836 7786 7450 7593 8137]
   [8459 8886 5418 5249 8664]
   [8132 5741 3003 2720 8881]
   [9107 2480 8734 6189 5082]
   [7824 9086 6198 8649 6578]
   [8781 8688 5739 2738 4591]]]


 [[[2939 3299 1428 8867 9157]
   [6996 1970 1470 4095 9775]
   [9475 6631 1160 5685 5544]
   [4221 1326 6417 4668 4585]
   [7432 6342 7978 6847 4657]
   [4893 9067 4286 6409 1930]
   [9777 4459 3032 2407 9068]
   [4825 3738 8238 2062 3248]
   [8776 6212 8812 3075 7966]
   [7208 5457 9141 9009 4496]]

  [[5987 9035 3731 5355 4585]
   [6649 9861 7534 1190 5309]
   [3619 1904 8505 6429 4257]
   [7535 5389 1130 3671 8474]
   [5528 6062 7513 7330 3613]
   [5374 3151 7250 1060 3253]
   [7568 1422 9726 4771 4901]
   [3749 1722 9088 1205 1684]
   [8554 4516 9247 7347 2358]
   [7992 9681 6434 9822 2643]]

  [[4486 7268 8542 8320 4672]
   [6407 4689 7647 4200 1305]
   [2469 6381 7454 6236 5058]
   [8598 8895 4581 5643 4217]
   [9432 3169 1589 5765 4139]
   [9397 7379 6172 4773 9319]
   [2020 1716 5559 5696 7933]
   [5357 8337 4856 8860 8255]
   [3793 6876 2062 2451 7464]
   [2846 8063 9385 9600 9800]]

  [[3530 5632 2997 8943 6180]
   [1479 5200 4814 1540 1085]
   [1128 6762 6500 9593 5136]
   [5408 3907 2265 7896 6079]
   [9970 8811 1912 1253 8126]
   [3536 7973 9282 1063 5069]
   [1125 6321 7521 9204 3197]
   [8921 6501 7016 4340 4093]
   [9274 3576 8530 7930 4502]
   [2074 3463 8354 6158 3848]]]


 [[[4396 2534 5807 9224 2202]
   [9898 1497 6546 6791 7962]
   [3473 6195 5279 8796 4002]
   [1603 8183 7641 3558 4645]
   [7357 7138 5207 9804 5988]
   [5746 8851 3073 2258 1653]
   [7449 9127 4270 4730 4038]
   [6014 1246 8411 9923 8960]
   [1153 9166 1707 5838 8707]
   [1133 4899 9092 3069 7468]]

  [[2287 6483 4071 3378 7084]
   [4211 7388 3069 9551 1624]
   [5481 8267 6905 3619 3165]
   [8066 5079 2167 1467 1485]
   [2846 6315 1073 2654 5102]
   [8466 3811 7178 1292 7271]
   [8078 5277 4392 3843 3988]
   [1540 5142 6918 9720 5353]
   [3090 7804 7018 6417 9114]
   [9842 7696 1487 2765 2579]]

  [[8867 8436 2967 2699 8022]
   [5275 9948 9227 5908 3101]
   [7654 8024 7017 5568 4711]
   [1901 6579 1145 3325 9011]
   [7111 4633 1545 2626 4476]
   [3707 6496 3224 8095 7043]
   [2883 2610 8431 3832 8294]
   [6386 7731 6775 1070 5650]
   [1427 9090 4503 9477 5548]
   [5613 7056 5721 9383 4906]]

  [[8667 4487 1457 2769 8175]
   [6518 1718 6139 7110 5499]
   [8656 1314 4156 7925 6229]
   [1197 7592 2641 8286 8019]
   [1311 5064 8101 7980 5381]
   [1689 2475 9807 8536 4668]
   [2787 8953 1306 9549 1163]
   [3231 7446 9834 4057 4139]
   [3947 6426 1167 7700 9102]
   [7707 2093 4992 1906 1319]]]


 [[[4948 1417 3820 7034 9642]
   [8338 8995 9125 7565 2340]
   [2351 9935 4235 1286 6797]
   [9541 9944 6799 4227 9698]
   [3473 8581 1451 8066 6008]
   [4531 2192 3771 2143 7427]
   [3705 8522 1314 9582 6471]
   [3793 7847 1652 6957 3444]
   [4810 6075 8590 9980 8774]
   [7546 8041 8626 4710 7635]]

  [[2014 9252 2525 4053 4223]
   [2133 9634 3645 9461 4419]
   [4037 1223 3905 3543 7751]
   [1916 2285 2552 5847 2203]
   [9135 7406 6234 5650 2822]
   [1860 6599 3601 9097 5984]
   [2187 9906 2264 7937 4122]
   [6771 6792 6376 9480 8973]
   [5619 8572 5434 9922 6863]
   [9394 1378 7111 2535 8875]]

  [[1529 3323 6350 2391 6116]
   [7716 8497 3304 1387 6808]
   [7615 1556 2924 5008 4634]
   [9788 9532 4826 5296 7669]
   [2105 9741 5916 1706 4513]
   [4278 2490 9685 5180 8791]
   [3066 9505 9209 5062 4790]
   [7534 7068 7678 3711 6670]
   [5321 8563 6592 1035 4819]
   [2790 6173 3915 3201 6322]]

  [[8236 3582 5033 5203 1615]
   [3400 3188 6401 5038 5832]
   [8847 6045 7376 1930 3763]
   [3734 2063 2928 9290 9841]
   [2529 7998 3829 8877 9500]
   [5584 8515 5032 5733 5116]
   [9922 8735 8856 7760 7860]
   [8837 7219 2176 1331 9660]
   [8213 4331 4753 7399 1076]
   [7302 9948 8889 3878 7190]]]


 [[[2719 6852 4720 9111 1339]
   [4626 8809 5925 6505 4093]
   [7745 5352 7260 8259 7916]
   [8142 6038 8740 8379 4643]
   [6762 9222 6153 3113 1337]
   [1213 2802 3968 7771 4897]
   [2937 8243 1128 4885 5444]
   [4711 5564 7825 2190 9637]
   [1023 5594 8830 8193 4695]
   [8330 4199 3214 4484 5546]]

  [[6662 8451 1586 9579 1364]
   [4328 8380 1577 1733 9507]
   [6208 1945 2832 1474 8029]
   [7704 4671 1778 5404 3866]
   [2116 2020 7951 6190 2319]
   [9542 1605 3741 1689 6595]
   [4850 7906 1679 9129 3400]
   [4193 1464 2156 7803 5477]
   [1759 9492 7201 7572 9924]
   [3858 2009 8565 4292 9519]]

  [[9334 3626 4661 7810 4696]
   [8013 5137 3510 8602 5412]
   [4288 8556 7285 2802 6372]
   [8388 7563 8613 7272 9601]
   [7210 3292 2886 9662 3766]
   [3209 5840 1404 5856 2323]
   [5615 5792 1992 6277 2716]
   [7502 8483 7744 3799 6160]
   [5553 3487 8933 7773 2190]
   [2833 2182 2282 3434 7731]]

  [[1214 6189 6410 2459 7616]
   [7301 8198 2762 1488 1611]
   [4288 1036 8402 7529 9278]
   [1330 3631 8660 1101 8282]
   [6551 4200 2780 5516 6918]
   [5203 6002 7602 7088 7104]
   [8303 5771 4913 2081 2943]
   [3368 9197 5767 8358 9498]
   [4642 5189 6595 9331 7963]
   [2046 7585 2478 2182 4060]]]];
vp = [1.5397389  0.92716642 1.03278062 1.17518409 1.39192901 1.58645335
 1.79797972 1.16017832 1.37723067 1.92524982 1.13724665 1.6026541
 1.1528403  1.76119773 1.99451317 1.96588481 0.94876131 1.52461872
 1.11822004 1.65227063 1.54631203 1.02502899 1.87375175 1.24557377
 1.01208803 1.13190164 0.96586477 0.96190436 0.95080229 1.87655744
 1.84344452 1.59515183 1.60780392 1.25523285 1.38760361 1.62808541
 1.03826824 1.35616934 1.92067925 0.90397848 1.57789262 1.2615693
 1.02573835 1.74945934 1.80247194 1.13515251 1.29322301 1.20680153
 1.08300015 1.92435493 1.78817352 1.30466395 1.30701691 1.25869971
 1.88194328 1.20694629 1.92509334 1.97174476 0.9086151  1.58971573
 1.31493921 1.2035429  1.94465057 1.02645328 1.63371746 1.45613998
 1.97373583 1.17215874 1.82165365 1.01153011 1.93418771 1.20906024
 1.50561142 1.70689693 1.03484423 1.85575032 1.57939084 1.11579462
 1.62730515 1.76386877 1.77908985 1.50685953 1.05751766 1.0440759
 1.35020186 1.22223124 1.45273381 1.77022341 0.92489477 1.1513789
 1.42687155 0.96770402 1.95759282 1.12356754 1.06500376 1.40532631
 1.8689228  1.37235075];
s = [[2105 2655 2547 2462  750]
 [ 684  738  731 1606  960]
 [1027 1809 1916 2810 2068]
 [ 576 2702  696 2508  972]
 [1610 1402 1324 1978 1620]
 [ 782  682 1271  681 2460]
 [2477 1998 2839 1300  557]
 [ 599 1531 1842 1589 1613]
 [1125 1095 1076  555 2148]
 [1360 1235 1032 1204 2630]
 [1878  723 1291 2261 2894]
 [1224  564 1643 1503 2930]
 [1690  663 2358 2887  837]
 [ 713 2399  945  684 1278]
 [2926 1994  637 1007 2573]
 [1922 2605 1239 1734 1834]
 [2265  801 2109 1094 2331]
 [1047 1057 2111  625 1784]
 [2226 2146 2191  828  713]
 [1430 1602 2170 2548 2355]
 [2065 1238  715 1706 2323]
 [1759 1459  938  763  954]
 [1128  939 2701 1746 1650]
 [2264 2871 1308 1201 2405]
 [2295 1238 2697 2707  804]
 [ 536 2953 2570  831 1859]
 [2676  883 1101 1910 1144]
 [2971 1514 2567 2942 2153]
 [2054 1275 1481 1634 2113]
 [1055 1699 1640 1932  579]
 [2169  977 1083 2319 2891]
 [2218 2988 2275 2708 2281]
 [2041 1358 1123  821 1843]
 [1751 1554 1210 1920 1893]
 [1828 2608 1423 2459 2120]
 [ 630 2495 1303  540 2165]
 [1920 2608  804  740  858]
 [ 803  593 2483 2628  639]
 [1060 1273 2997 2060  684]
 [1302 2017 2499 1283 1617]
 [1450 1748  889 2275 2844]
 [2419 1386 2641 2901 1009]
 [1960 1242 1761 2439  750]
 [2844 2508 1124 1144 1530]
 [1202  875 2613 1727 2813]
 [2107 2883 2749 2295  765]
 [ 509 1909 1170 1140 1577]
 [2830 1659 1784 1848 2065]
 [2430 2991 2973 2516 2305]
 [2839 1499 2963  643 2181]
 [ 942 1204 2096 1185 2987]
 [1301  682 1680 2582  806]
 [2855  671  646 2054  943]
 [2027 2579 1693 2216 1061]
 [1453 1319  606 1212 2563]
 [ 633  535 2069 1904 1531]
 [1615 1388 1021 2033  867]
 [1115  780 2758 2782 2886]
 [2564  596 2233 1788 1928]
 [1302 2531 1523 1491 2406]
 [1241  772  665 2105 2822]
 [1728 1732  975  741 1009]
 [2403 1923 2965 2677 1004]
 [2527 1487 2786 1104 2552]
 [1396 2666 2052  862 1006]
 [1869 2143 2593  729 2010]
 [1125 1094  827 1386 1324]
 [1525 1768  762 2935 1720]
 [1588 1495 2656 1170 1903]
 [2483 1195 1996 1500  513]
 [2266 1492 2431 1195 2559]
 [2146 1690 1554  793 1083]
 [1447 1294  631 2739 2200]
 [2559 2966  764 2748 2226]
 [1776 2282 2266 1497 2603]
 [ 982 1958 1995 2125 1052]
 [ 550 2703 1940 1502 1380]
 [1558 2389 1869 2096 1460]
 [2028  801  526 2805  542]
 [2018 2517  589 2035 1285]
 [2830 1320 1855 2267 1671]
 [ 542 1225  940 1912  809]
 [1836 2561 2977 1401 2500]
 [2189 2451 1201 2901 2227]
 [1936 2012 2500 2190 1049]
 [1710 2560 2519 2902  543]
 [ 631 2611 2185 1303 1148]
 [ 888  804 1055 1663 1611]
 [2802  919 1502  864 1617]
 [2672 1250 1417 1132 2792]
 [2497 2320  772 2647 2644]
 [1831 2644 2083 2455  521]
 [1532  642 2305  783 1519]
 [1381 1164 2981 2984 1125]
 [2716 1921 2808 1823 2524]
 [ 983 1179 1042 2882 2307]
 [1668  877 2004  653  769]
 [2402 1477 1098 1677  755]];
csu = [[2900 2528 4364 1928 3145]
 [1180 2379 3352 1968 4303]
 [4108 1618 3674 1220 4454]
 [4929  836 2906  805 1545]
 [3567 1285 1601 3501 2510]
 [2416 4296 1614 1816 3510]
 [2089 3981 2728 4889 3255]
 [3040 2064 2261 4404 4694]
 [ 648 1624 2956 3129  681]
 [2624 1952 2876 2885 3843]
 [1008 1080 3439 4806 4577]
 [4708 3798 4145 4962 3031]
 [1288 2718 4158 4914 4944]
 [3371  815 1643  879 2429]
 [4751 4717  792 4427 4692]
 [ 807 4866 2409 1484 4102]
 [4700 3547  829 3164  714]
 [1142 2404 1708 1310  945]
 [4748 1600 1414 4592 1476]
 [3071 4336  658 4660 4167]
 [1710  783 3027 4815 3416]
 [2713 1629 4025 3845 4140]
 [2138 3301 2287 1530 3118]
 [4114 2621 2706  582 3863]
 [4893 1134  919 1817 1056]
 [ 501 1130 4612 1769 2497]
 [2459 3926 1282 3951 1544]
 [1421 4641 1041 1181 3416]
 [4060 3456 3115 2438 3436]
 [2109 4832 4421 2441 1317]
 [4693 1557 3575  871 4050]
 [3708 3513 3207 4882 1992]
 [3380 1785 3189  939 2644]
 [ 638  871 2155 2313 4412]
 [3449 2673 2603  621 4822]
 [3438 3840 1595 1537 2810]
 [ 760 3647 3094 3128 4274]
 [2644  614 3214 2399 2714]
 [2817 4925 3157 1357 3862]
 [1519  869 3709 2512 1793]
 [3320 4553 1067 4853 1828]
 [1679 2613 1862 1979  789]
 [2439 1726 3287 1155  580]
 [3069 4551 1821 1359  623]
 [4796 3513 3708 3157 3929]
 [1670 2411 1899 4085 1814]
 [ 575 1548 1630 3587 3589]
 [4990 4322 2057 4220 1779]
 [3118  508 2273 1164 1745]
 [4355 3224 4104 1723 1915]
 [4535 4073 2090 2198 2108]
 [3006 1635 4250 4021 2746]
 [3115 3390 3610 3267 2523]
 [1713 4089 2198 2289 1545]
 [4234 1993 4956  787 2459]
 [1998 3888 4800  617  829]
 [3190 3454 3406 3232 2967]
 [ 857 2510 1102 3780 3139]
 [3635 4166  843 1455 1400]
 [1918 2154 3118 2572 2335]
 [ 628  653 2268  883 1645]
 [2987 1744  860 3400  536]
 [2276 3144  620 3824  598]
 [4029 3873 1885 1413 4593]
 [3188 1818 2476 2525 3427]
 [3761 2087 1633 4248 2287]
 [4074 4088  586 2014 4658]
 [3609 3700  570  527  878]
 [ 760 4084  746 3243 3491]
 [2816  753 1085  635 3738]
 [3672 1091 1621 1180 2082]
 [1754 1270 2995 1122 3711]
 [3166 3746 3383 3876 3072]
 [2874 1144  619 2134 2321]
 [2186 3901 3736 2789  873]
 [2951  607 1479 3986 2759]
 [ 701 2139 2096 3948 3015]
 [1914  937 3638 2095 3394]
 [ 740  999  565 2927 2213]
 [1634 1205 2996 4719  618]
 [2155 3478 2163 3005 3234]
 [4703 1937 4775 2156 1811]
 [4827 1843 2063 2132  759]
 [2872 1919 4344 1962 1350]
 [3722 4756 1280 1760 1145]
 [3490 2063 1992 2967 3083]
 [1003 1579 2354 4853 4506]
 [1395 4227 3242 2540 3173]
 [1595 2352 1840 3580  721]
 [3344 3906  983 3327  966]
 [1948 1214 4592 3535 3149]
 [4851 1957 2926 3271 2419]
 [4112  512 1079 3302 1580]
 [4934 4597 3294 1414  853]
 [4606 4977 4072 4935 1042]
 [3631 2186 3212 1192 4552]
 [2632 3784  915  626 3567]
 [1842 2982 3353 1236 1498]];
pms = [[ 912 1219 1539 1721  500  882 1263 1758]
 [1023 2423  641 1839 1646 1246 1894  584]
 [ 602 1753  560 2049 1248 2221 1975 2245]
 [ 978  788 1391 1792 1924 1831  581 1493]
 [1259 2214 1822 2246 1657 2181 1956 2440]
 [1750 1677 1240  821 2307 1904 1019 2077]
 [2466 2436 2168 1904 1922  667  764 1359]
 [2251 1382 1510 2171 2347 2044 1762 2334]
 [2072 2287 1641 2112 2497 2086 1366 1389]
 [ 597 1519 1838 2229 2184 1274 2337  864]];
kp = [[418 339 372 358 224 318 383]
 [352 355 167 223 344 187 308]
 [151 395 456 159 283 237 384]
 [159 113 176 371 113 151 468]
 [385 496 291 494 448 191 264]
 [365 307 385 359 117 101 135]
 [426 301 166 365 384 144 186]
 [370 328 321 287 194 386 153]
 [256 385 467 136 153 493 169]
 [363 197 125 420 104 379 237]
 [157 311 450 271 100 409 448]
 [349 330 110 369 445 436 153]
 [264 342 327 413 106 272 494]
 [175 184 160 394 329 372 244]
 [474 418 465 163 345 151 485]
 [300 126 416 105 407 225 420]
 [322 162 319 307 438 398 435]
 [209 155 374 384 295 178 459]
 [448 238 331 261 142 456 327]
 [161 189 150 105 332 224 268]
 [139 359 157 371 320 267 127]
 [141 454 353 106 226 321 177]
 [273 303 339 492 302 339 242]
 [173 201 452 272 117 300 253]
 [104 127 355 459 296 245 120]
 [350 129 260 312 129 406 156]
 [184 359 272 122 320 391 258]
 [466 486 336 138 426 167 487]
 [110 471 367 309 341 280 427]
 [354 315 236 354 281 304 397]
 [203 158 489 335 451 408 371]
 [238 435 239 345 186 344 404]
 [441 149 299 367 349 470 298]
 [172 396 439 259 197 160 164]
 [287 458 412 111 205 408 306]
 [128 356 495 231 239 131 327]
 [171 433 101 194 426 169 320]
 [214 294 316 253 344 195 453]
 [408 308 260 362 447 336 115]
 [353 137 109 459 214 376 499]
 [103 207 322 151 428 297 381]
 [134 407 146 407 398 115 269]
 [217 361 381 460 406 320 304]
 [100 294 275 121 199 465 171]
 [108 300 456 112 220 319 344]
 [279 416 147 191 104 275 464]
 [197 234 153 173 196 157 424]
 [352 201 479 233 268 495 103]
 [381 137 218 447 319 280 207]
 [107 289 449 454 344 496 329]
 [239 228 354 260 235 312 127]
 [139 484 296 305 447 127 300]
 [323 263 150 352 267 297 187]
 [482 222 157 221 296 368 123]
 [323 262 446 144 249 191 114]
 [285 367 419 488 214 419 482]
 [191 306 489 326 255 428 383]
 [357 390 343 172 376 129 300]
 [363 311 198 234 495 470 373]
 [378 381 319 356 372 139 122]
 [341 323 352 412 310 335 351]
 [410 308 381 396 252 291 160]
 [265 341 386 471 354 234 430]
 [345 399 401 406 297 246 217]
 [351 424 353 406 226 493 323]
 [190 313 159 318 390 149 331]
 [336 228 290 170 417 234 192]
 [497 422 400 400 184 153 133]
 [443 295 289 437 294 335 170]
 [487 108 367 230 489 275 132]
 [370 159 191 446 252 204 111]
 [170 131 263 454 216 263 397]
 [362 182 324 177 380 212 349]
 [128 262 466 432 341 197 145]
 [280 423 322 230 142 316 473]
 [281 494 464 391 213 315 388]
 [174 145 352 112 402 407 327]
 [348 139 112 164 202 129 178]
 [478 327 348 365 308 104 218]
 [416 421 435 115 397 102 367]
 [483 111 486 285 441 426 294]
 [403 470 395 196 361 280 201]
 [286 303 330 423 489 486 369]
 [208 133 418 285 215 255 365]
 [183 433 457 194 131 133 388]
 [392 363 449 204 461 406 367]
 [460 285 369 134 251 216 222]
 [333 226 366 148 344 453 204]
 [349 203 478 288 497 275 376]
 [457 203 293 110 301 314 291]
 [449 231 359 206 463 438 261]
 [294 392 466 274 320 417 330]
 [456 211 401 493 308 138 177]
 [395 257 456 475 356 111 389]
 [322 217 446 209 170 278 235]
 [443 159 130 247 478 124 449]
 [144 224 378 477 327 469 185]
 [453 461 127 154 284 182 445]];
EMT = [0.04678629 0.0463076  0.03328428 0.08981739];
cf2 = [[[[1820 3907 9925 1729 8896 7539 4059 7341 3335 4761 4296 5004 8321
    2379 6879 2187 9365 6909 6035 3183 9248 7596 6166 8836 1308 9194
    5577 8736 2201 3774 6344 1427 9432 9283 9227 4095 4276 4860 9932
    8212]
   [1191 2449 4417 6965 9503 7648 2336 1717 6530 2821 3126 7190 6458
    1745 6181 1270 6645 8820 1202 9771 4113 4437 9470 3283 4934 8355
    3471 2119 1854 5879 9556 3945 7416 7481 4823 7954 3243 8574 8892
    3675]
   [7328 2449 2621 7152 8553 9225 6320 4535 5022 1574 6118 5894 5140
    9007 6716 9086 1327 8723 5638 9276 7839 2069 6390 9673 1447 4165
    1706 6728 7486 5933 4188 3653 2590 1527 3055 8483 2323 6737 7986
    2286]
   [1302 2728 3564 6365 7284 9506 5750 2893 1744 2404 7348 7356 8050
    8145 9742 8868 3667 2487 3114 4181 7280 2277 7249 4923 1207 5377
    7052 9207 6617 1008 6284 9192 4706 2865 3448 1975 7693 2179 9246
    3698]
